"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error","phase2"
464,"condition1",1,"POLAR",NA,"control","22","POLAR","exposure",0.99,88,"WH",1,NA,10.20788333,NA,"pre-exposure"
464,"condition1",1,"POLAR",NA,"control","8","POLAR","exposure",1,32,"WH",2,NA,10.20788333,NA,"pre-exposure"
464,"condition1",1,"POLAR",NA,"control","107","FILL","exposure",0.75,187,"WH",3,NA,10.20788333,NA,"pre-exposure"
464,"condition1",1,"POLAR",NA,"control","120","UNGRAM","exposure",0,200,"WH",4,NA,10.20788333,NA,"pre-exposure"
464,"condition1",2,"POLAR",NA,"control","23","POLAR","exposure",1,92,"WH",5,NA,10.20788333,NA,"pre-exposure"
464,"condition1",2,"POLAR",NA,"control","119","UNGRAM","exposure",0,199,"WH",6,NA,10.20788333,NA,"pre-exposure"
464,"condition1",2,"POLAR",NA,"control","14","POLAR","exposure",0.98,56,"WH",7,NA,10.20788333,NA,"exposure"
464,"condition1",2,"POLAR",NA,"control","112","FILL","exposure",0.99,192,"WH",8,NA,10.20788333,NA,"exposure"
464,"condition1",3,"POLAR",NA,"control","128","UNGRAM","exposure",0,208,"WH",9,NA,10.20788333,NA,"exposure"
464,"condition1",3,"POLAR",NA,"control","9","POLAR","exposure",0.99,36,"WH",10,NA,10.20788333,NA,"exposure"
464,"condition1",3,"POLAR",NA,"control","104","FILL","exposure",0.91,184,"WH",11,NA,10.20788333,NA,"exposure"
464,"condition1",3,"POLAR",NA,"control","13","POLAR","exposure",0.97,52,"WH",12,NA,10.20788333,NA,"exposure"
464,"condition1",4,"POLAR",NA,"control","1","POLAR","exposure",0.99,4,"WH",13,NA,10.20788333,NA,"exposure"
464,"condition1",4,"POLAR",NA,"control","111","FILL","exposure",0.96,191,"WH",14,NA,10.20788333,NA,"exposure"
464,"condition1",4,"POLAR",NA,"control","117","UNGRAM","exposure",0,197,"WH",15,NA,10.20788333,NA,"exposure"
464,"condition1",4,"POLAR",NA,"control","15","POLAR","exposure",1,60,"WH",16,NA,10.20788333,NA,"exposure"
464,"condition1",5,"POLAR",NA,"control","106","FILL","exposure",0.97,186,"WH",17,NA,10.20788333,NA,"exposure"
464,"condition1",5,"POLAR",NA,"control","11","POLAR","exposure",0.99,44,"WH",18,NA,10.20788333,NA,"exposure"
464,"condition1",5,"POLAR",NA,"control","17","POLAR","exposure",0.97,68,"WH",19,NA,10.20788333,NA,"exposure"
464,"condition1",5,"POLAR",NA,"control","122","UNGRAM","exposure",0,202,"WH",20,NA,10.20788333,NA,"exposure"
464,"condition1",6,"POLAR",NA,"control","10","POLAR","exposure",0.97,40,"WH",21,NA,10.20788333,NA,"exposure"
464,"condition1",6,"POLAR",NA,"control","101","FILL","exposure",0.94,181,"WH",22,NA,10.20788333,NA,"exposure"
464,"condition1",6,"POLAR",NA,"control","12","POLAR","exposure",1,48,"WH",23,NA,10.20788333,NA,"exposure"
464,"condition1",6,"POLAR",NA,"control","129","UNGRAM","exposure",0.01,209,"WH",24,NA,10.20788333,NA,"exposure"
464,"condition1",7,"POLAR",NA,"control","103","FILL","exposure",0.93,183,"WH",25,NA,10.20788333,NA,"exposure"
464,"condition1",7,"POLAR",NA,"control","124","UNGRAM","exposure",0.02,204,"WH",26,NA,10.20788333,NA,"exposure"
464,"condition1",7,"POLAR",NA,"control","25","POLAR","exposure",0.81,100,"WH",27,NA,10.20788333,NA,"exposure"
464,"condition1",7,"POLAR",NA,"control","2","POLAR","exposure",0.99,8,"WH",28,NA,10.20788333,NA,"exposure"
464,"condition1",8,"POLAR",NA,"control","16","POLAR","exposure",0.88,64,"WH",29,NA,10.20788333,NA,"exposure"
464,"condition1",8,"POLAR",NA,"control","123","UNGRAM","exposure",0,203,"WH",30,NA,10.20788333,NA,"exposure"
464,"condition1",8,"POLAR",NA,"control","108","FILL","exposure",0.97,188,"WH",31,NA,10.20788333,NA,"exposure"
464,"condition1",8,"POLAR",NA,"control","18","POLAR","exposure",0.99,72,"WH",32,NA,10.20788333,NA,"exposure"
464,"condition1",9,"POLAR",NA,"control","110","FILL","exposure",0.99,190,"WH",33,NA,10.20788333,NA,"exposure"
464,"condition1",9,"POLAR",NA,"control","7","POLAR","exposure",0.99,28,"WH",34,NA,10.20788333,NA,"exposure"
464,"condition1",9,"POLAR",NA,"control","125","UNGRAM","exposure",0.01,205,"WH",35,NA,10.20788333,NA,"exposure"
464,"condition1",9,"POLAR",NA,"control","6","POLAR","exposure",0.99,24,"WH",36,NA,10.20788333,NA,"exposure"
464,"condition1",10,"POLAR",NA,"control","26","POLAR","exposure",0.89,104,"WH",37,NA,10.20788333,NA,"exposure"
464,"condition1",10,"POLAR",NA,"control","24","POLAR","exposure",0.96,96,"WH",38,NA,10.20788333,NA,"exposure"
464,"condition1",10,"POLAR",NA,"control","105","FILL","exposure",0.6,185,"WH",39,NA,10.20788333,NA,"exposure"
464,"condition1",10,"POLAR",NA,"control","121","UNGRAM","exposure",0.02,201,"WH",40,NA,10.20788333,NA,"exposure"
464,"condition1",101,"POLAR",NA,"control","20","WH","test",0.13,78,"WH",41,NA,10.20788333,NA,"test"
464,"condition1",101,"POLAR",NA,"control","102","FILL","test",0.99,182,"WH",42,NA,10.20788333,NA,"test"
464,"condition1",101,"POLAR",NA,"control","118","UNGRAM","test",0.02,198,"WH",43,NA,10.20788333,NA,"test"
464,"condition1",101,"POLAR",NA,"control","21","WH","test",0.3,82,"WH",44,NA,10.20788333,NA,"test"
464,"condition1",102,"POLAR",NA,"control","19","WH","test",0.02,74,"WH",45,NA,10.20788333,NA,"test"
464,"condition1",102,"POLAR",NA,"control","5","WH","test",0,18,"WH",46,NA,10.20788333,NA,"test"
464,"condition1",102,"POLAR",NA,"control","109","FILL","test",0.99,189,"WH",47,NA,10.20788333,NA,"test"
464,"condition1",102,"POLAR",NA,"control","127","UNGRAM","test",0.02,207,"WH",48,NA,10.20788333,NA,"test"
464,"condition1",103,"POLAR",NA,"control","126","UNGRAM","test",0.01,206,"WH",49,NA,10.20788333,NA,"test"
464,"condition1",103,"POLAR",NA,"control","3","WH","test",0.01,10,"WH",50,NA,10.20788333,NA,"test"
464,"condition1",103,"POLAR",NA,"control","4","WH","test",0.36,14,"WH",51,NA,10.20788333,NA,"test"
464,"condition1",103,"POLAR",NA,"control","113","FILL","test",0.09,193,"WH",52,NA,10.20788333,NA,"test"
470,"condition1",1,"WH",NA,"match","25","WH","exposure",0.83,98,"WH",1,NA,17.15928333,NA,"pre-exposure"
470,"condition1",1,"WH",NA,"match","108","FILL","exposure",0.96,188,"WH",2,NA,17.15928333,NA,"pre-exposure"
470,"condition1",1,"WH",NA,"match","10","WH","exposure",0.68,38,"WH",3,NA,17.15928333,NA,"pre-exposure"
470,"condition1",1,"WH",NA,"match","128","UNGRAM","exposure",0.09,208,"WH",4,NA,17.15928333,NA,"pre-exposure"
470,"condition1",2,"WH",NA,"match","124","UNGRAM","exposure",0,204,"WH",5,NA,17.15928333,NA,"pre-exposure"
470,"condition1",2,"WH",NA,"match","113","FILL","exposure",0.37,193,"WH",6,NA,17.15928333,NA,"pre-exposure"
470,"condition1",2,"WH",NA,"match","5","WH","exposure",0.92,18,"WH",7,NA,17.15928333,NA,"exposure"
470,"condition1",2,"WH",NA,"match","18","WH","exposure",0.5,70,"WH",8,NA,17.15928333,NA,"exposure"
470,"condition1",3,"WH",NA,"match","119","UNGRAM","exposure",0,199,"WH",9,NA,17.15928333,NA,"exposure"
470,"condition1",3,"WH",NA,"match","23","WH","exposure",1,90,"WH",10,NA,17.15928333,NA,"exposure"
470,"condition1",3,"WH",NA,"match","101","FILL","exposure",0.91,181,"WH",11,NA,17.15928333,NA,"exposure"
470,"condition1",3,"WH",NA,"match","14","WH","exposure",0.7,54,"WH",12,NA,17.15928333,NA,"exposure"
470,"condition1",4,"WH",NA,"match","109","FILL","exposure",0.9,189,"WH",13,NA,17.15928333,NA,"exposure"
470,"condition1",4,"WH",NA,"match","19","WH","exposure",0.87,74,"WH",14,NA,17.15928333,NA,"exposure"
470,"condition1",4,"WH",NA,"match","9","WH","exposure",1,34,"WH",15,NA,17.15928333,NA,"exposure"
470,"condition1",4,"WH",NA,"match","122","UNGRAM","exposure",0,202,"WH",16,NA,17.15928333,NA,"exposure"
470,"condition1",5,"WH",NA,"match","2","WH","exposure",1,6,"WH",17,NA,17.15928333,NA,"exposure"
470,"condition1",5,"WH",NA,"match","121","UNGRAM","exposure",0.07,201,"WH",18,NA,17.15928333,NA,"exposure"
470,"condition1",5,"WH",NA,"match","107","FILL","exposure",0.89,187,"WH",19,NA,17.15928333,NA,"exposure"
470,"condition1",5,"WH",NA,"match","7","WH","exposure",1,26,"WH",20,NA,17.15928333,NA,"exposure"
470,"condition1",6,"WH",NA,"match","12","WH","exposure",1,46,"WH",21,NA,17.15928333,NA,"exposure"
470,"condition1",6,"WH",NA,"match","106","FILL","exposure",0.82,186,"WH",22,NA,17.15928333,NA,"exposure"
470,"condition1",6,"WH",NA,"match","118","UNGRAM","exposure",0,198,"WH",23,NA,17.15928333,NA,"exposure"
470,"condition1",6,"WH",NA,"match","24","WH","exposure",0.71,94,"WH",24,NA,17.15928333,NA,"exposure"
470,"condition1",7,"WH",NA,"match","110","FILL","exposure",0.96,190,"WH",25,NA,17.15928333,NA,"exposure"
470,"condition1",7,"WH",NA,"match","21","WH","exposure",0.83,82,"WH",26,NA,17.15928333,NA,"exposure"
470,"condition1",7,"WH",NA,"match","129","UNGRAM","exposure",0.04,209,"WH",27,NA,17.15928333,NA,"exposure"
470,"condition1",7,"WH",NA,"match","26","WH","exposure",0.6,102,"WH",28,NA,17.15928333,NA,"exposure"
470,"condition1",8,"WH",NA,"match","20","WH","exposure",0.8,78,"WH",29,NA,17.15928333,NA,"exposure"
470,"condition1",8,"WH",NA,"match","11","WH","exposure",0.92,42,"WH",30,NA,17.15928333,NA,"exposure"
470,"condition1",8,"WH",NA,"match","112","FILL","exposure",1,192,"WH",31,NA,17.15928333,NA,"exposure"
470,"condition1",8,"WH",NA,"match","127","UNGRAM","exposure",0,207,"WH",32,NA,17.15928333,NA,"exposure"
470,"condition1",9,"WH",NA,"match","6","WH","exposure",0.94,22,"WH",33,NA,17.15928333,NA,"exposure"
470,"condition1",9,"WH",NA,"match","123","UNGRAM","exposure",0,203,"WH",34,NA,17.15928333,NA,"exposure"
470,"condition1",9,"WH",NA,"match","111","FILL","exposure",0.98,191,"WH",35,NA,17.15928333,NA,"exposure"
470,"condition1",9,"WH",NA,"match","22","WH","exposure",0.87,86,"WH",36,NA,17.15928333,NA,"exposure"
470,"condition1",10,"WH",NA,"match","102","FILL","exposure",1,182,"WH",37,NA,17.15928333,NA,"exposure"
470,"condition1",10,"WH",NA,"match","125","UNGRAM","exposure",0.08,205,"WH",38,NA,17.15928333,NA,"exposure"
470,"condition1",10,"WH",NA,"match","1","WH","exposure",0.99,2,"WH",39,NA,17.15928333,NA,"exposure"
470,"condition1",10,"WH",NA,"match","13","WH","exposure",0.89,50,"WH",40,NA,17.15928333,NA,"exposure"
470,"condition1",101,"WH",NA,"match","117","UNGRAM","test",0,197,"WH",41,NA,17.15928333,NA,"test"
470,"condition1",101,"WH",NA,"match","104","FILL","test",1,184,"WH",42,NA,17.15928333,NA,"test"
470,"condition1",101,"WH",NA,"match","16","WH","test",0.92,62,"WH",43,NA,17.15928333,NA,"test"
470,"condition1",101,"WH",NA,"match","17","WH","test",0.97,66,"WH",44,NA,17.15928333,NA,"test"
470,"condition1",102,"WH",NA,"match","15","WH","test",0.94,58,"WH",45,NA,17.15928333,NA,"test"
470,"condition1",102,"WH",NA,"match","103","FILL","test",0.97,183,"WH",46,NA,17.15928333,NA,"test"
470,"condition1",102,"WH",NA,"match","120","UNGRAM","test",0.05,200,"WH",47,NA,17.15928333,NA,"test"
470,"condition1",102,"WH",NA,"match","8","WH","test",0.96,30,"WH",48,NA,17.15928333,NA,"test"
470,"condition1",103,"WH",NA,"match","3","WH","test",0.82,10,"WH",49,NA,17.15928333,NA,"test"
470,"condition1",103,"WH",NA,"match","4","WH","test",0.93,14,"WH",50,NA,17.15928333,NA,"test"
470,"condition1",103,"WH",NA,"match","105","FILL","test",0.94,185,"WH",51,NA,17.15928333,NA,"test"
470,"condition1",103,"WH",NA,"match","126","UNGRAM","test",0.15,206,"WH",52,NA,17.15928333,NA,"test"
461,"condition1",1,"WH",NA,"match","19","WH","exposure",0,74,"WH",1,NA,4.676383333,NA,"pre-exposure"
461,"condition1",1,"WH",NA,"match","15","WH","exposure",0.06,58,"WH",2,NA,4.676383333,NA,"pre-exposure"
461,"condition1",1,"WH",NA,"match","102","FILL","exposure",0.86,182,"WH",3,NA,4.676383333,NA,"pre-exposure"
461,"condition1",1,"WH",NA,"match","126","UNGRAM","exposure",0.09,206,"WH",4,NA,4.676383333,NA,"pre-exposure"
461,"condition1",2,"WH",NA,"match","119","UNGRAM","exposure",0.1,199,"WH",5,NA,4.676383333,NA,"pre-exposure"
461,"condition1",2,"WH",NA,"match","24","WH","exposure",0.17,94,"WH",6,NA,4.676383333,NA,"pre-exposure"
461,"condition1",2,"WH",NA,"match","112","FILL","exposure",1,192,"WH",7,NA,4.676383333,NA,"exposure"
461,"condition1",2,"WH",NA,"match","10","WH","exposure",0.18,38,"WH",8,NA,4.676383333,NA,"exposure"
461,"condition1",3,"WH",NA,"match","5","WH","exposure",0.17,18,"WH",9,NA,4.676383333,NA,"exposure"
461,"condition1",3,"WH",NA,"match","121","UNGRAM","exposure",0,201,"WH",10,NA,4.676383333,NA,"exposure"
461,"condition1",3,"WH",NA,"match","20","WH","exposure",0.11,78,"WH",11,NA,4.676383333,NA,"exposure"
461,"condition1",3,"WH",NA,"match","107","FILL","exposure",0.86,187,"WH",12,NA,4.676383333,NA,"exposure"
461,"condition1",4,"WH",NA,"match","16","WH","exposure",0.26,62,"WH",13,NA,4.676383333,NA,"exposure"
461,"condition1",4,"WH",NA,"match","122","UNGRAM","exposure",0.01,202,"WH",14,NA,4.676383333,NA,"exposure"
461,"condition1",4,"WH",NA,"match","3","WH","exposure",0.25,10,"WH",15,NA,4.676383333,NA,"exposure"
461,"condition1",4,"WH",NA,"match","101","FILL","exposure",0.99,181,"WH",16,NA,4.676383333,NA,"exposure"
461,"condition1",5,"WH",NA,"match","120","UNGRAM","exposure",0,200,"WH",17,NA,4.676383333,NA,"exposure"
461,"condition1",5,"WH",NA,"match","4","WH","exposure",0.13,14,"WH",18,NA,4.676383333,NA,"exposure"
461,"condition1",5,"WH",NA,"match","105","FILL","exposure",0.12,185,"WH",19,NA,4.676383333,NA,"exposure"
461,"condition1",5,"WH",NA,"match","17","WH","exposure",0.19,66,"WH",20,NA,4.676383333,NA,"exposure"
461,"condition1",6,"WH",NA,"match","127","UNGRAM","exposure",0.01,207,"WH",21,NA,4.676383333,NA,"exposure"
461,"condition1",6,"WH",NA,"match","11","WH","exposure",0.03,42,"WH",22,NA,4.676383333,NA,"exposure"
461,"condition1",6,"WH",NA,"match","108","FILL","exposure",0.9,188,"WH",23,NA,4.676383333,NA,"exposure"
461,"condition1",6,"WH",NA,"match","1","WH","exposure",0.12,2,"WH",24,NA,4.676383333,NA,"exposure"
461,"condition1",7,"WH",NA,"match","118","UNGRAM","exposure",0.01,198,"WH",25,NA,4.676383333,NA,"exposure"
461,"condition1",7,"WH",NA,"match","103","FILL","exposure",0.86,183,"WH",26,NA,4.676383333,NA,"exposure"
461,"condition1",7,"WH",NA,"match","22","WH","exposure",0.07,86,"WH",27,NA,4.676383333,NA,"exposure"
461,"condition1",7,"WH",NA,"match","8","WH","exposure",0.06,30,"WH",28,NA,4.676383333,NA,"exposure"
461,"condition1",8,"WH",NA,"match","111","FILL","exposure",0.84,191,"WH",29,NA,4.676383333,NA,"exposure"
461,"condition1",8,"WH",NA,"match","2","WH","exposure",0.21,6,"WH",30,NA,4.676383333,NA,"exposure"
461,"condition1",8,"WH",NA,"match","23","WH","exposure",0.15,90,"WH",31,NA,4.676383333,NA,"exposure"
461,"condition1",8,"WH",NA,"match","123","UNGRAM","exposure",0.05,203,"WH",32,NA,4.676383333,NA,"exposure"
461,"condition1",9,"WH",NA,"match","106","FILL","exposure",0.94,186,"WH",33,NA,4.676383333,NA,"exposure"
461,"condition1",9,"WH",NA,"match","9","WH","exposure",0.12,34,"WH",34,NA,4.676383333,NA,"exposure"
461,"condition1",9,"WH",NA,"match","129","UNGRAM","exposure",0.01,209,"WH",35,NA,4.676383333,NA,"exposure"
461,"condition1",9,"WH",NA,"match","14","WH","exposure",0.01,54,"WH",36,NA,4.676383333,NA,"exposure"
461,"condition1",10,"WH",NA,"match","104","FILL","exposure",0.93,184,"WH",37,NA,4.676383333,NA,"exposure"
461,"condition1",10,"WH",NA,"match","117","UNGRAM","exposure",0.03,197,"WH",38,NA,4.676383333,NA,"exposure"
461,"condition1",10,"WH",NA,"match","7","WH","exposure",0.03,26,"WH",39,NA,4.676383333,NA,"exposure"
461,"condition1",10,"WH",NA,"match","21","WH","exposure",0.08,82,"WH",40,NA,4.676383333,NA,"exposure"
461,"condition1",101,"WH",NA,"match","124","UNGRAM","test",0.01,204,"WH",41,NA,4.676383333,NA,"test"
461,"condition1",101,"WH",NA,"match","26","WH","test",0.02,102,"WH",42,NA,4.676383333,NA,"test"
461,"condition1",101,"WH",NA,"match","25","WH","test",0.01,98,"WH",43,NA,4.676383333,NA,"test"
461,"condition1",101,"WH",NA,"match","110","FILL","test",0.96,190,"WH",44,NA,4.676383333,NA,"test"
461,"condition1",102,"WH",NA,"match","13","WH","test",0.15,50,"WH",45,NA,4.676383333,NA,"test"
461,"condition1",102,"WH",NA,"match","109","FILL","test",0.99,189,"WH",46,NA,4.676383333,NA,"test"
461,"condition1",102,"WH",NA,"match","125","UNGRAM","test",0.01,205,"WH",47,NA,4.676383333,NA,"test"
461,"condition1",102,"WH",NA,"match","18","WH","test",0.15,70,"WH",48,NA,4.676383333,NA,"test"
461,"condition1",103,"WH",NA,"match","128","UNGRAM","test",0.02,208,"WH",49,NA,4.676383333,NA,"test"
461,"condition1",103,"WH",NA,"match","12","WH","test",0.04,46,"WH",50,NA,4.676383333,NA,"test"
461,"condition1",103,"WH",NA,"match","6","WH","test",0.03,22,"WH",51,NA,4.676383333,NA,"test"
461,"condition1",103,"WH",NA,"match","113","FILL","test",0.13,193,"WH",52,NA,4.676383333,NA,"test"
460,"condition1",1,"POLAR",NA,"control","120","UNGRAM","exposure",0,200,"SUBJ",1,NA,22.85388333,NA,"pre-exposure"
460,"condition1",1,"POLAR",NA,"control","102","FILL","exposure",1,182,"SUBJ",2,NA,22.85388333,NA,"pre-exposure"
460,"condition1",1,"POLAR",NA,"control","3","POLAR","exposure",1,12,"SUBJ",3,NA,22.85388333,NA,"pre-exposure"
460,"condition1",1,"POLAR",NA,"control","18","POLAR","exposure",1,72,"SUBJ",4,NA,22.85388333,NA,"pre-exposure"
460,"condition1",2,"POLAR",NA,"control","109","FILL","exposure",1,189,"SUBJ",5,NA,22.85388333,NA,"pre-exposure"
460,"condition1",2,"POLAR",NA,"control","11","POLAR","exposure",1,44,"SUBJ",6,NA,22.85388333,NA,"pre-exposure"
460,"condition1",2,"POLAR",NA,"control","124","UNGRAM","exposure",0,204,"SUBJ",7,NA,22.85388333,NA,"exposure"
460,"condition1",2,"POLAR",NA,"control","23","POLAR","exposure",1,92,"SUBJ",8,NA,22.85388333,NA,"exposure"
460,"condition1",3,"POLAR",NA,"control","21","POLAR","exposure",1,84,"SUBJ",9,NA,22.85388333,NA,"exposure"
460,"condition1",3,"POLAR",NA,"control","6","POLAR","exposure",1,24,"SUBJ",10,NA,22.85388333,NA,"exposure"
460,"condition1",3,"POLAR",NA,"control","128","UNGRAM","exposure",0,208,"SUBJ",11,NA,22.85388333,NA,"exposure"
460,"condition1",3,"POLAR",NA,"control","101","FILL","exposure",1,181,"SUBJ",12,NA,22.85388333,NA,"exposure"
460,"condition1",4,"POLAR",NA,"control","119","UNGRAM","exposure",0,199,"SUBJ",13,NA,22.85388333,NA,"exposure"
460,"condition1",4,"POLAR",NA,"control","7","POLAR","exposure",1,28,"SUBJ",14,NA,22.85388333,NA,"exposure"
460,"condition1",4,"POLAR",NA,"control","16","POLAR","exposure",1,64,"SUBJ",15,NA,22.85388333,NA,"exposure"
460,"condition1",4,"POLAR",NA,"control","113","FILL","exposure",1,193,"SUBJ",16,NA,22.85388333,NA,"exposure"
460,"condition1",5,"POLAR",NA,"control","110","FILL","exposure",1,190,"SUBJ",17,NA,22.85388333,NA,"exposure"
460,"condition1",5,"POLAR",NA,"control","15","POLAR","exposure",1,60,"SUBJ",18,NA,22.85388333,NA,"exposure"
460,"condition1",5,"POLAR",NA,"control","117","UNGRAM","exposure",0,197,"SUBJ",19,NA,22.85388333,NA,"exposure"
460,"condition1",5,"POLAR",NA,"control","13","POLAR","exposure",1,52,"SUBJ",20,NA,22.85388333,NA,"exposure"
460,"condition1",6,"POLAR",NA,"control","19","POLAR","exposure",1,76,"SUBJ",21,NA,22.85388333,NA,"exposure"
460,"condition1",6,"POLAR",NA,"control","103","FILL","exposure",1,183,"SUBJ",22,NA,22.85388333,NA,"exposure"
460,"condition1",6,"POLAR",NA,"control","8","POLAR","exposure",1,32,"SUBJ",23,NA,22.85388333,NA,"exposure"
460,"condition1",6,"POLAR",NA,"control","123","UNGRAM","exposure",0,203,"SUBJ",24,NA,22.85388333,NA,"exposure"
460,"condition1",7,"POLAR",NA,"control","25","POLAR","exposure",1,100,"SUBJ",25,NA,22.85388333,NA,"exposure"
460,"condition1",7,"POLAR",NA,"control","118","UNGRAM","exposure",0,198,"SUBJ",26,NA,22.85388333,NA,"exposure"
460,"condition1",7,"POLAR",NA,"control","111","FILL","exposure",1,191,"SUBJ",27,NA,22.85388333,NA,"exposure"
460,"condition1",7,"POLAR",NA,"control","17","POLAR","exposure",1,68,"SUBJ",28,NA,22.85388333,NA,"exposure"
460,"condition1",8,"POLAR",NA,"control","126","UNGRAM","exposure",0,206,"SUBJ",29,NA,22.85388333,NA,"exposure"
460,"condition1",8,"POLAR",NA,"control","2","POLAR","exposure",1,8,"SUBJ",30,NA,22.85388333,NA,"exposure"
460,"condition1",8,"POLAR",NA,"control","104","FILL","exposure",1,184,"SUBJ",31,NA,22.85388333,NA,"exposure"
460,"condition1",8,"POLAR",NA,"control","5","POLAR","exposure",1,20,"SUBJ",32,NA,22.85388333,NA,"exposure"
460,"condition1",9,"POLAR",NA,"control","127","UNGRAM","exposure",0,207,"SUBJ",33,NA,22.85388333,NA,"exposure"
460,"condition1",9,"POLAR",NA,"control","22","POLAR","exposure",1,88,"SUBJ",34,NA,22.85388333,NA,"exposure"
